name,artist_name,genre,uri,danceability,energy,valence,tempo
Look What You Made Me Do,Taylor Swift,pop,spotify:track:1P17dC1amhFzptugyAO7Il,0.61,0.69,0.84,128.0
...Ready For It?,Taylor Swift,pop,spotify:track:2yLa0QULdQr0qAIvVwN6B5,0.66,0.72,0.83,160.0
Gorgeous,Taylor Swift,pop,spotify:track:1ZY1PqizIl78geGM4xWlEA,0.58,0.65,0.59,92.0
End Game,Taylor Swift,pop,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,0.62,0.70,0.74,159.0
New Romantics,Taylor Swift,pop,spotify:track:3oLe5ZILASG8vU5dxIMfLY,0.75,0.82,0.87,122.0
22,Taylor Swift,pop,spotify:track:3TGQpPnS6uw4rRYI1pNQy0,0.77,0.85,0.91,104.0
All You Had To Do Was Stay,Taylor Swift,pop,spotify:track:1LzNfuep1bnAUR9skqdHCK,0.60,0.68,0.66,97.0
Out of the Woods,Taylor Swift,pop,spotify:track:2p8IUWQDrpjuFltbdgLOag,0.55,0.61,0.79,92.0
I Knew You Were Trouble,Taylor Swift,pop,spotify:track:72jCZdH0Lhg93z6Z4lFpgv,0.64,0.74,0.85,154.0
Mine,Taylor Swift,pop,spotify:track:5vYA1mW9g2Coh1HUFusnlh,0.69,0.76,0.79,121.0
Sparks Fly,Taylor Swift,pop,spotify:track:2Foc5Q5nqNiosCNqttzHKa,0.70,0.78,0.82,130.0
Ours,Taylor Swift,pop,spotify:track:4VqPOruhp5EdPBeR92t6lQ,0.55,0.64,0.60,79.0
Fearless,Taylor Swift,pop,spotify:track:7CeRdN6E1FN3M3xQZjS4v3,0.61,0.70,0.63,100.0
Forever & Always,Taylor Swift,pop,spotify:track:6EKvblYj0z0bHlY7LnfL5u,0.59,0.66,0.75,106.0
Change,Taylor Swift,pop,spotify:track:2VIoJ0USDAFjgrWlA9n4uJ,0.56,0.65,0.70,128.0
Starlight,Taylor Swift,pop,spotify:track:2EqlS6tkEnglzr7tkKAAYD,0.73,0.80,0.85,126.0
Clean,Taylor Swift,pop,spotify:track:2viJjzlgOQupQnPD5GV3vx,0.48,0.55,0.54,92.0
Daylight,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.52,0.60,0.50,86.0
Lover,Taylor Swift,pop,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.68,0.74,0.62,74.0
You Need To Calm Down,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.79,0.83,0.90,85.0
Me!,Taylor Swift,pop,spotify:track:2Rk4JlNc2TPmZe2af99d45,0.75,0.81,0.92,91.0
The Archer,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.33,0.40,0.36,70.0
Cornelia Street,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.55,0.62,0.59,88.0
Cruel Summer,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.77,0.84,0.91,103.0
Afterglow,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.47,0.54,0.52,90.0
Call It What You Want,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.60,0.67,0.66,98.0
Enchanted,Taylor Swift,pop,spotify:track:2yLa0QULdQr0qAIvVwN6B5,0.51,0.60,0.65,112.0
Haunted,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.43,0.51,0.71,132.0
Holy Ground,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.72,0.79,0.86,120.0
State of Grace,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.58,0.66,0.77,128.0
King of My Heart,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.65,0.71,0.79,87.0
New Year’s Day,Taylor Swift,pop,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.36,0.44,0.40,78.0
Believer,Imagine Dragons,rock,spotify:track:0pqnGHJpmpxLKifKRmU6WP,0.45,0.84,0.49,125.985
Radioactive,Imagine Dragons,rock,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,0.55,0.82,0.45,136.005
Take Me To Church,Hozier,rock,spotify:track:2xjQ4m0C2Yb8THRavYb0Oa,0.41,0.64,0.33,130.0
Smells Like Teen Spirit,Nirvana,rock,spotify:track:5ghIJDpPoe3CfHMGu71E6T,0.4,0.92,0.38,117.0
Creep,Radiohead,rock,spotify:track:3HfB5hBU0dmBt8T0iCmH42,0.51,0.57,0.31,92.0
Boulevard of Broken Dreams,Green Day,rock,spotify:track:1hwJKpe0BPUsq6UUrwBWTw,0.55,0.8,0.46,84.0
Seven Nation Army,The White Stripes,rock,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,0.65,0.81,0.55,124.0
Hotel California,Eagles,rock,spotify:track:40riOy7x9W7GXjyGp4pjAv,0.56,0.6,0.41,147.0
Sweet Child O' Mine,Guns N' Roses,rock,spotify:track:7o2CTH4ctstm8TNelqjb51,0.59,0.88,0.52,125.0
Stairway to Heaven,Led Zeppelin,rock,spotify:track:5CQ30WqJwcep0pYcV4AMNc,0.34,0.58,0.36,82.0
Enter Sandman,Metallica,rock,spotify:track:5sICkBXVmaCQk5aISGR3x1,0.48,0.91,0.44,123.0
Back In Black,AC/DC,rock,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.63,0.89,0.6,94.0
Highway to Hell,AC/DC,rock,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,0.64,0.87,0.59,116.0
Numb,Linkin Park,rock,spotify:track:2nLtzopw4rPReszdYBJU6h,0.48,0.81,0.42,110.0
In the End,Linkin Park,rock,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.47,0.78,0.36,105.0
Somebody Told Me,The Killers,rock,spotify:track:0eGsygTp906u18L0Oimnem,0.67,0.91,0.57,136.0
Mr. Brightside,The Killers,rock,spotify:track:7cHxyXySRLkl3lPZrXdtXf,0.63,0.89,0.52,148.0
Clocks,Coldplay,rock,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,0.54,0.77,0.44,131.0
Yellow,Coldplay,rock,spotify:track:3AJwUDP919kvQ9QcozQPxg,0.59,0.66,0.52,87.0
Fix You,Coldplay,rock,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,0.45,0.61,0.33,138.0
Paradise,Coldplay,rock,spotify:track:6nek1Nin9q48AVZcWs9e9D,0.59,0.75,0.55,139.0
Dream On,Aerosmith,rock,spotify:track:5MxNLUsfh7uzROypsoO5qe,0.43,0.77,0.41,82.0
Livin' on a Prayer,Bon Jovi,rock,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,0.61,0.87,0.65,123.0
You Give Love a Bad Name,Bon Jovi,rock,spotify:track:3ao7jeU0R3SVJQZxw5JQFB,0.6,0.9,0.62,123.0
It's My Life,Bon Jovi,rock,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,0.64,0.88,0.67,120.0
Kryptonite,3 Doors Down,rock,spotify:track:5nNmj1cLH3r4aA4XDJ2bgY,0.52,0.86,0.48,100.0
Here Without You,3 Doors Down,rock,spotify:track:4R6eNCsrZnQWJzzvFh4nlg,0.42,0.62,0.31,88.0
How You Remind Me,Nickelback,rock,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.49,0.83,0.45,174.0
Photograph,Nickelback,rock,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,0.47,0.7,0.39,126.0
Far Away,Nickelback,rock,spotify:track:5UqCQaDshqbIk3pkhy4Pjg,0.44,0.66,0.34,134.0
Use Somebody,Kings of Leon,rock,spotify:track:5GhQiRkU7R5Kj5teLo75tK,0.53,0.75,0.5,138.0
Sex on Fire,Kings of Leon,rock,spotify:track:0ntQJM78wzOLVeCUAW7Y45,0.62,0.82,0.56,153.0
Reptilia,The Strokes,rock,spotify:track:2KyOgkQ3nGFmy7M8M8I7T2,0.59,0.93,0.54,160.0
Last Nite,The Strokes,rock,spotify:track:5ghIJDpPoe3CfHMGu71E6T,0.6,0.88,0.57,104.0
Under the Bridge,Red Hot Chili Peppers,rock,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,0.5,0.74,0.35,88.0
Californication,Red Hot Chili Peppers,rock,spotify:track:2aBxt229cbLDOvtL7Xbb9x,0.51,0.66,0.44,96.0
Otherside,Red Hot Chili Peppers,rock,spotify:track:3d9DChrdc6BOeFsbrZ3Is9,0.48,0.75,0.36,79.0
By The Way,Red Hot Chili Peppers,rock,spotify:track:3d9DChrdc6BOeFsbrZ3Isa,0.56,0.86,0.53,126.0
Scar Tissue,Red Hot Chili Peppers,rock,spotify:track:3d9DChrdc6BOeFsbrZ3Isb,0.52,0.72,0.43,89.0
Come As You Are,Nirvana,rock,spotify:track:4aL7XAZ5s7S5kciI8E5pYB,0.43,0.82,0.38,120.0
Lithium,Nirvana,rock,spotify:track:0GUjNkS0fCU1Aq2k9GzAxS,0.46,0.9,0.4,128.0
Heart-Shaped Box,Nirvana,rock,spotify:track:1S8SgKjZJr6qAnFbvTDtYl,0.42,0.85,0.37,97.0
Monkey Wrench,Foo Fighters,rock,spotify:track:3cwqrb3tVcsJHkNOLvpiCp,0.54,0.93,0.51,174.0
Everlong,Foo Fighters,rock,spotify:track:5uw3myrGgUjk4P2L2g2d9U,0.55,0.92,0.5,158.0
Learn to Fly,Foo Fighters,rock,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,0.57,0.87,0.53,136.0
Best of You,Foo Fighters,rock,spotify:track:5UWwZ5lm5PKu6eKsHAGxOl,0.49,0.94,0.47,132.0
Times Like These,Foo Fighters,rock,spotify:track:5UWwZ5lm5PKu6eKsHAGxOm,0.52,0.89,0.46,122.0
My Hero,Foo Fighters,rock,spotify:track:5UWwZ5lm5PKu6eKsHAGxOn,0.5,0.91,0.48,158.0
Holiday,Green Day,rock,spotify:track:6hTcuIQa0sxrrByu9wTD7s,0.61,0.92,0.56,170.0
American Idiot,Green Day,rock,spotify:track:6rLZHfH4jCslT6kyrtQYdW,0.66,0.95,0.61,186.0
Wake Me Up When September Ends,Green Day,rock,spotify:track:4uLU6hMCjMI75M1A2tKUQC,0.39,0.64,0.32,104.0
21 Guns,Green Day,rock,spotify:track:1fDsrQ23eTAVFElCNY1R5J,0.46,0.77,0.41,138.0
Basket Case,Green Day,rock,spotify:track:6QgjcU0zLnzq5OrUoSZ3Oz,0.59,0.93,0.52,176.0
Knights of Cydonia,Muse,rock,spotify:track:0IfzbdU4E0cOjJ4h9u8KnD,0.48,0.95,0.44,138.0
Supermassive Black Hole,Muse,rock,spotify:track:3lPr8ghNDBLc2uZovNyLs9,0.65,0.89,0.58,114.0
Hysteria,Muse,rock,spotify:track:6dGnYIeXmHdcikdzNNDMm2,0.61,0.94,0.53,170.0
Uprising,Muse,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsA,0.63,0.91,0.56,130.0
Plug In Baby,Muse,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsB,0.6,0.92,0.55,136.0
Black Hole Sun,Soundgarden,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsC,0.41,0.78,0.34,104.0
Fell on Black Days,Soundgarden,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsD,0.43,0.74,0.35,87.0
Spoonman,Soundgarden,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsE,0.49,0.82,0.46,106.0
Rusty Cage,Soundgarden,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsF,0.47,0.88,0.42,129.0
Jeremy,Pearl Jam,rock,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,0.44,0.81,0.38,109.0
Alive,Pearl Jam,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsG,0.46,0.83,0.41,110.0
Even Flow,Pearl Jam,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsH,0.53,0.9,0.5,108.0
Better Man,Pearl Jam,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsI,0.42,0.7,0.33,96.0
Daughter,Pearl Jam,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsJ,0.47,0.69,0.36,102.0
Jeremy,Pearl Jam,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsK,0.44,0.82,0.37,112.0
The Pretender,Foo Fighters,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsL,0.51,0.95,0.45,174.0
Walk,Foo Fighters,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsM,0.56,0.92,0.52,171.0
Monkey Gone to Heaven,Pixies,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsN,0.52,0.8,0.47,108.0
Where Is My Mind?,Pixies,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsO,0.45,0.68,0.32,118.0
Debaser,Pixies,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsP,0.61,0.87,0.54,140.0
Here Comes Your Man,Pixies,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsQ,0.63,0.82,0.56,120.0
Wave of Mutilation,Pixies,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsR,0.58,0.79,0.49,131.0
Zombie,The Cranberries,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsS,0.48,0.84,0.4,167.0
Linger,The Cranberries,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsT,0.49,0.66,0.35,97.0
Dreams,The Cranberries,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsU,0.53,0.7,0.42,120.0
Animal I Have Become,Three Days Grace,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsV,0.46,0.91,0.41,134.0
I Hate Everything About You,Three Days Grace,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsW,0.44,0.8,0.39,132.0
Pain,Three Days Grace,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsX,0.48,0.88,0.43,120.0
Never Too Late,Three Days Grace,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsY,0.41,0.63,0.32,92.0
Break,Three Days Grace,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsZ,0.53,0.9,0.49,116.0
Chop Suey!,System Of A Down,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsa,0.47,0.95,0.43,127.0
Toxicity,System Of A Down,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsb,0.45,0.92,0.41,102.0
Aerials,System Of A Down,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsc,0.43,0.78,0.37,93.0
Lonely Day,System Of A Down,rock,spotify:track:3lPr8ghNDBLc2uZovNyLsd,0.42,0.6,0.31,72.0
Another One Bites The Dust,Queen,rock,spotify:track:2Fu7hZ5H0kFYlXZm0RZLxh,0.79,0.83,0.62,111.0
Bohemian Rhapsody,Queen,rock,spotify:track:7tFiyTwD0nx5a1eklYtX2J,0.38,0.61,0.41,72.0
We Will Rock You,Queen,rock,spotify:track:6p5j15lm7C0I4h3JKAPoB1,0.6,0.95,0.7,81.0
We Are The Champions,Queen,rock,spotify:track:1lCRw5FEZ1gPDNPzy1K4zW,0.39,0.65,0.42,62.0
Don’t Stop Me Now,Queen,rock,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,0.71,0.93,0.9,156.0
I Want To Break Free,Queen,rock,spotify:track:4r6eNCsrZnQWJzzvFh4nlh,0.72,0.78,0.66,108.0
Killer Queen,Queen,rock,spotify:track:2zYzyRzz6pRmhPzyfMEC8A,0.61,0.74,0.58,117.0
Crazy Little Thing Called Love,Queen,rock,spotify:track:4uLU6hMCjMI75M1A2tKUQC,0.68,0.81,0.74,168.0
Radio Ga Ga,Queen,rock,spotify:track:0wJoRiX5K5BxlqZTolB2LD,0.64,0.79,0.56,114.0
Under Pressure,Queen & David Bowie,rock,spotify:track:11IzgLRXV7Cgek3tEgGgjw,0.63,0.78,0.59,114.0
Space Oddity,David Bowie,rock,spotify:track:1d9zLL3yg8rVfAqOeXiygg,0.44,0.57,0.37,84.0
Heroes,David Bowie,rock,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,0.53,0.74,0.45,112.0
Rebel Rebel,David Bowie,rock,spotify:track:6mUdeDZCsExyJLMdAfDuwh,0.64,0.84,0.63,116.0
Ziggy Stardust,David Bowie,rock,spotify:track:4IWA6r4uL7DPFF7hP5Pv5K,0.57,0.82,0.53,95.0
Changes,David Bowie,rock,spotify:track:5jx7mwhFz6m5N5CMY3O99T,0.62,0.7,0.55,125.0
Paint It Black,The Rolling Stones,rock,spotify:track:3faU4TwKxJ8JdTgZRqyHLL,0.55,0.91,0.45,159.0
Gimme Shelter,The Rolling Stones,rock,spotify:track:6ZFbXIJkuI1dVNWvzJzown,0.48,0.88,0.4,121.0
Satisfaction,The Rolling Stones,rock,spotify:track:57bgtoPSgt236HzfBOd8kj,0.62,0.86,0.6,136.0
Start Me Up,The Rolling Stones,rock,spotify:track:5TgQBkB40T3ePqXpQyCj2l,0.66,0.9,0.59,123.0
Sympathy For The Devil,The Rolling Stones,rock,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,0.56,0.77,0.49,116.0
Angie,The Rolling Stones,rock,spotify:track:1w3WJgYBLCpRrLbG2l5L8p,0.41,0.61,0.36,113.0
You Can’t Always Get What You Want,The Rolling Stones,rock,spotify:track:3hJLKt8y2y7YBc6lUO4jhd,0.43,0.72,0.39,72.0
Jumpin’ Jack Flash,The Rolling Stones,rock,spotify:track:4Dr8C1zNf43YkJ9t5XZmjR,0.61,0.92,0.55,110.0
Light My Fire,The Doors,rock,spotify:track:5Xt5DXGzch68nYYamXrNxZ,0.55,0.86,0.49,169.0
Riders On The Storm,The Doors,rock,spotify:track:2TjnCxxQRYn56Ye8gkUKiW,0.47,0.64,0.34,120.0
Break On Through,The Doors,rock,spotify:track:3mW6wxKQpIltAI6Yh3rKCL,0.66,0.91,0.52,147.0
People Are Strange,The Doors,rock,spotify:track:6aBUnkXuCEQQHAlTokv9or,0.58,0.7,0.42,116.0
Hello I Love You,The Doors,rock,spotify:track:1bQmDBDbpwFqYyJ3HJlIg9,0.6,0.85,0.54,123.0
L.A. Woman,The Doors,rock,spotify:track:3JvKfv6T31zO0ini8iNItO,0.53,0.8,0.46,114.0
Born To Be Wild,Steppenwolf,rock,spotify:track:3zBhihYUHBmGd2bcQIobrF,0.64,0.92,0.61,144.0
Magic Carpet Ride,Steppenwolf,rock,spotify:track:4n7jnSxVLd8QioibzItqbb,0.62,0.88,0.55,116.0
All Along The Watchtower,Jimi Hendrix,rock,spotify:track:0wJoRiX5K5BxlqZTolB2LB,0.52,0.81,0.43,116.0
Purple Haze,Jimi Hendrix,rock,spotify:track:3qT4bUD1MaWpGrTwcvguhb,0.59,0.91,0.54,114.0
Hey Joe,Jimi Hendrix,rock,spotify:track:3G69lPk0d6ngh7tB9Bkxso,0.48,0.75,0.39,82.0
Foxy Lady,Jimi Hendrix,rock,spotify:track:3x5pTWr8onTJK2VYZWV3uY,0.61,0.89,0.56,134.0
Little Wing,Jimi Hendrix,rock,spotify:track:4pn0G1IQb4UB9m6vuk9zGy,0.37,0.57,0.31,75.0
Voodoo Child,Jimi Hendrix,rock,spotify:track:3ZffCQKLFLUvYM59XKLbVm,0.52,0.92,0.46,66.0
Born In The U.S.A.,Bruce Springsteen,rock,spotify:track:6hTcuIQa0sxrrByu9wTD7t,0.63,0.87,0.6,123.0
Dancing In The Dark,Bruce Springsteen,rock,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,0.7,0.82,0.65,148.0
Thunder Road,Bruce Springsteen,rock,spotify:track:6hTcuIQa0sxrrByu9wTD7u,0.48,0.74,0.41,150.0
Born To Run,Bruce Springsteen,rock,spotify:track:7o2CTH4ctstm8TNelqjb50,0.58,0.91,0.52,146.0
Glory Days,Bruce Springsteen,rock,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,0.64,0.9,0.58,147.0
Badlands,Bruce Springsteen,rock,spotify:track:3AEOwkCcK8Eufr48S0YZfC,0.56,0.89,0.46,133.0
The River,Bruce Springsteen,rock,spotify:track:2l4i5RrVcmgCw2oxsR2Lnl,0.39,0.55,0.33,100.0
Holiday In Cambodia,Dead Kennedys,rock,spotify:track:7hG7BM0rXsgzso8N4WrBSO,0.51,0.93,0.44,198.0
California Über Alles,Dead Kennedys,rock,spotify:track:0BCPKOYdS2jbQ8iyB56Znt,0.52,0.91,0.42,172.0
Police Truck,Dead Kennedys,rock,spotify:track:2TjnCxxQRYn56Ye8gkUKiX,0.5,0.9,0.41,178.0
Holiday Song,Pixies,rock,spotify:track:1nX2nUotGpLHI26prkPeEE,0.63,0.85,0.54,136.0
Gigantic,Pixies,rock,spotify:track:0m7j1wfhQTYFShRMj3QC7O,0.61,0.81,0.49,108.0
Velouria,Pixies,rock,spotify:track:7AAkIvCMXQ9OIFP2B1IgyN,0.57,0.83,0.48,134.0
Tame,Pixies,rock,spotify:track:0X7qXZN6wX6ixSeKsgNHYs,0.55,0.91,0.47,160.0
Wave Of Mutilation (UK Surf),Pixies,rock,spotify:track:2Bq1XEyJ1otgkUKvPMHTz5,0.42,0.63,0.34,86.0
The Killing Moon,Echo & The Bunnymen,rock,spotify:track:7J3H6xA1z5wTh2wWJvPVXH,0.45,0.64,0.39,99.0
Lips Like Sugar,Echo & The Bunnymen,rock,spotify:track:3ftEdLIpUpIAZ3LKYl8BDE,0.54,0.78,0.44,115.0
Bring Me To Life,Evanescence,rock,spotify:track:0COqiPhxzoWICwFCS4eZcp,0.42,0.87,0.41,95.0
My Immortal,Evanescence,rock,spotify:track:2l4i5RrVcmgCw2oxsR2Lnm,0.28,0.42,0.2,80.0
Going Under,Evanescence,rock,spotify:track:4pTjXkTNYsK9vVqK0FtwwG,0.4,0.84,0.35,87.0
Call Me When You're Sober,Evanescence,rock,spotify:track:7jylKe4bSrf8Bh5L1w2x4V,0.48,0.81,0.43,108.0
Lithium,Evanescence,rock,spotify:track:2t6ikHaL5GmfkIb8zWduuc,0.35,0.72,0.29,120.0
Sweet Emotion,Aerosmith,rock,spotify:track:0hCB0YR03f6AmQaHbwWDe8,0.66,0.76,0.54,97.0
Janie’s Got A Gun,Aerosmith,rock,spotify:track:4p8fE9koeMksD6I0zsZD9s,0.5,0.79,0.38,112.0
Cryin’,Aerosmith,rock,spotify:track:4xkOaSrkexMciUUogZKVTS,0.52,0.77,0.42,123.0
Crazy,Aerosmith,rock,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,0.47,0.74,0.4,138.0
Love In An Elevator,Aerosmith,rock,spotify:track:2AmqfkeHRg1BYlik7qP1K0,0.59,0.89,0.5,110.0
Mama Kin,Aerosmith,rock,spotify:track:1W0kP4Z4V9L0jDPiHgp4fp,0.61,0.82,0.52,142.0
Run To The Hills,Iron Maiden,rock,spotify:track:4rJ0Z0V3V1u1X9b4VjQCMN,0.47,0.98,0.43,174.0
The Trooper,Iron Maiden,rock,spotify:track:6p5j15lm7C0I4h3JKAPoB2,0.48,0.96,0.44,160.0
Fear Of The Dark,Iron Maiden,rock,spotify:track:5Wgy2WfGqWiwY9RoPFFt1P,0.41,0.92,0.35,92.0
Wasted Years,Iron Maiden,rock,spotify:track:0m7j1wfhQTYFShRMj3QC7P,0.52,0.89,0.47,124.0
Hallowed Be Thy Name,Iron Maiden,rock,spotify:track:6XjX0CX8G6bLE7KyYtM0LJ,0.43,0.93,0.38,87.0
Aces High,Iron Maiden,rock,spotify:track:1F8aZoKp6bMpiRZ3NF7n5z,0.46,0.97,0.42,153.0
Paranoid,Black Sabbath,rock,spotify:track:2QfiRTz5YcbJj9rjZ5cHHN,0.52,0.92,0.47,164.0
Iron Man,Black Sabbath,rock,spotify:track:58iQRI8tmcNVmAN4Py6eZH,0.49,0.88,0.44,135.0
War Pigs,Black Sabbath,rock,spotify:track:1Vgco0rv9ikG9k9Uw4tDgK,0.45,0.81,0.4,107.0
Children Of The Grave,Black Sabbath,rock,spotify:track:5TXqn2fOk1vZ1rM0mEoFGX,0.47,0.9,0.43,137.0
N.I.B.,Black Sabbath,rock,spotify:track:7G0DfpT0kpWFpJhzNnvm6K,0.5,0.86,0.46,127.0
Heaven And Hell,Black Sabbath,rock,spotify:track:5O9LpTgMCFpHwoF0hk1FdK,0.44,0.89,0.39,99.0
Sweet Leaf,Black Sabbath,rock,spotify:track:3tB8lrQ0zG2Hb2QEtqYVhY,0.46,0.8,0.37,76.0
Ace Of Spades,Motörhead,rock,spotify:track:1w3WJgYBLCpRrLbG2l5L8q,0.56,0.97,0.48,140.0
Overkill,Motörhead,rock,spotify:track:6aBUnkXuCEQQHAlTokv9os,0.5,0.95,0.43,160.0
Bomber,Motörhead,rock,spotify:track:2Fu7hZ5H0kFYlXZm0RZLxi,0.52,0.92,0.45,157.0
Killed By Death,Motörhead,rock,spotify:track:7hG7BM0rXsgzso8N4WrBSP,0.48,0.91,0.41,150.0
Stone Dead Forever,Motörhead,rock,spotify:track:11IzgLRXV7Cgek3tEgGgjy,0.46,0.89,0.4,130.0
Breaking The Law,Judas Priest,rock,spotify:track:5cqV5KhCLiSYeY0YxQL7hC,0.53,0.93,0.46,144.0
Living After Midnight,Judas Priest,rock,spotify:track:0xGuRbX3b0ouZkC6M
Highway to Hell,AC/DC,rock,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,0.52,0.96,0.65,116.934
Back in Black,AC/DC,rock,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.62,0.94,0.55,94.971
Thunderstruck,AC/DC,rock,spotify:track:57bgtoPSgt236HzfBOd8kj,0.55,0.98,0.66,133.046
Paradise City,Guns N' Roses,rock,spotify:track:6jQWs4UzXaNenpgCWSLuWe,0.48,0.93,0.62,100.208
November Rain,Guns N' Roses,rock,spotify:track:3YRCqOhFifThpSRFJ1VWFM,0.34,0.71,0.31,77.051
Sweet Emotion,Aerosmith,rock,spotify:track:2Bo0fJWxY0nL5KjjW6Mn6Z,0.61,0.82,0.58,94.489
Walk This Way,Aerosmith,rock,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,0.78,0.89,0.82,108.986
Dream On,Aerosmith,rock,spotify:track:5MxNLUsfh7uzROypsoO5qe,0.46,0.74,0.42,77.046
Living on a Prayer,Bon Jovi,rock,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,0.54,0.89,0.64,123.963
You Give Love a Bad Name,Bon Jovi,rock,spotify:track:0rmGAIH9LNJewFw7nKzZnc,0.63,0.92,0.69,123.836
Bad Medicine,Bon Jovi,rock,spotify:track:2OEeYd9uzQ6v9lvH0It7n1,0.65,0.95,0.71,122.334
Runaway,Bon Jovi,rock,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,0.59,0.87,0.61,136.433
Whole Lotta Love,Led Zeppelin,rock,spotify:track:1Ugdi2OTxKopVVqsprp5pb,0.56,0.95,0.69,89.899
Kashmir,Led Zeppelin,rock,spotify:track:6Vjk8MNXpQpi0F4BefdTyq,0.39,0.81,0.42,82.093
Black Dog,Led Zeppelin,rock,spotify:track:2V8UoMV2wMA8Qp2E6Qm7cY,0.49,0.91,0.57,82.073
Rock and Roll,Led Zeppelin,rock,spotify:track:4pLwZjInHj3SimIyN4M9BX,0.67,0.96,0.77,170.334
Immigrant Song,Led Zeppelin,rock,spotify:track:78lgmZwycJ3nzsdgmPPGNx,0.52,0.96,0.65,112.278
La Grange,ZZ Top,rock,spotify:track:0TQIjhG4EjC4hUmi6jZ7Fe,0.66,0.89,0.74,163.654
Sharp Dressed Man,ZZ Top,rock,spotify:track:6qocXI2usEWFN1g8g0nyZR,0.69,0.93,0.77,124.478
Tush,ZZ Top,rock,spotify:track:2L2unNFaPbDxjg3NqzpqhJ,0.73,0.94,0.82,142.221
Break on Through,The Doors,rock,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.61,0.89,0.56,163.868
